"","accGenus","PalmTribe","PalmSubfamily","Climbing","Acaulescent","Erect","StemSolitary","StemArmed","LeavesArmed","MaxStemHeight_m","MaxStemDia_cm","UnderstoreyCanopy","Max_Blade_Length_m","AverageFruitLength_cm","AverageFruitWidth_cm","MinFruitWidth_cm","MaxFruitWidth_cm","FruitSizeCategorical","FruitShape","MainFruitColors"
"618","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  8.00","  5.0","canopy"," 2.000"," 1.5500000"," 1.0500000"," 0.900"," 1.200","small","ovoid","black"
"619","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 15.0","canopy"," 3.300"," 1.4500000"," 1.0000000"," 0.800"," 1.200","small","ovoid","red"
"620","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.0","understorey"," 1.000"," 1.5500000"," 0.8500000"," 0.700"," 1.000","small","globose","black"
"621","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  1.50","  2.0","understorey"," 2.110"," 1.9000000"," 0.5500000"," 0.500"," 0.600","small","globose","red"
"622","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 10.00"," 10.0","canopy"," 3.000"," 1.3000000"," 0.8000000"," 0.600"," 1.000","small","ovoid","black"
"623","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.00","  0.8","understorey"," 0.460"," 1.6000000"," 0.3000000"," 0.200"," 0.400","small","ovoid","multicolor"
"624","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  5.5","understorey"," 1.630"," 1.7500000"," 0.6000000"," 0.500"," 0.700","small","","multicolor"
"625","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  1.80","  1.0","understorey"," 1.500"," 1.3500000"," 0.9000000"," 0.800"," 1.000","small","ovoid","red"
"626","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 15.0","canopy"," 3.000"," 2.3000000"," 1.3000000"," 1.100"," 1.400","small","globose","black"
"627","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  7.00","  7.0","canopy"," 2.000"," 2.5000000"," 1.4000000"," 1.300"," 1.500","small","globose","black"
"628","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  4.0","understorey"," 2.000"," 2.0000000"," 1.0500000"," 1.000"," 1.100","small","ovoid","black"
"629","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  2.5","understorey"," 0.770"," 1.6000000"," 1.0000000"," 0.800"," 1.200","small","","black"
"630","Pinanga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  5.0","understorey"," 2.500"," 1.3500000"," 0.8500000"," 0.700"," 1.000","small","","black"
"631","Plectocomia","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 50.00"," 17.0","canopy"," 6.550"," 3.0000000"," 2.0000000"," 1.000"," 3.000","small","ovoid","brown"
"632","Plectocomia","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 30.00"," 15.0","canopy"," 7.000"," 2.5000000"," 2.5000000"," 2.000"," 3.000","small","","brown"
"633","Plectocomiopsis","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 25.00","  3.5","canopy"," 3.000"," 2.5000000"," 2.7500000"," 2.500"," 3.000","small","ovoid","brown"
"634","Plectocomiopsis","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 50.00","  6.0","canopy"," 3.900"," 2.7500000"," 3.2500000"," 3.000"," 3.500","small","globose","brown"
"635","Podococcus","Podococceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  2.5","understorey"," 2.000"," 2.5000000"," 0.6000000"," 0.600"," 0.800","small","","red"
"636","Ponapea","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 20.0","canopy"," 3.000"," 3.0000000"," 1.8000000"," 1.700"," 1.900","small","elongate","red"
"637","Ponapea","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 12.0","canopy"," 3.000"," 4.0000000"," 1.6500000"," 1.600"," 1.700","large","globose","red"
"638","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 20.0","canopy"," 3.200"," 1.4000000"," 1.4000000"," 1.000"," 1.800","small","","black"
"639","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00"," 10.0","understorey"," 4.900"," 0.8500000"," 0.8500000"," 0.700"," 1.000","small","ovoid","black"
"640","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 12.0","canopy"," 4.670"," 0.9000000"," 0.9000000"," 0.700"," 1.100","small","globose","black"
"641","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 13.0","canopy"," 3.400"," 0.8500000"," 0.8500000"," 0.700"," 1.000","small","globose","black"
"642","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.50","  5.0","understorey"," 2.800"," 0.9000000"," 0.9000000"," 0.800"," 1.000","small","ovoid","black"
"643","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.5","understorey"," 1.530"," 1.0000000"," 1.0000000"," 0.800"," 1.200","small","globose","black"
"644","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  5.5","understorey"," 3.800"," 0.8500000"," 0.8500000"," 0.700"," 1.000","small","elongate","black"
"645","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00","  7.0","canopy"," 1.900"," 1.1500000"," 1.1500000"," 0.900"," 1.400","small","globose","black"
"646","Prestoea","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 20.0","canopy"," 2.200"," 1.1000000"," 1.1000000"," 1.000"," 1.200","small","ovoid","black"
"647","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 50.0","canopy"," 1.800"," 4.5000000"," 3.9000000"," 3.800"," 4.000","large","","black"
"648","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00"," 20.0","understorey"," 1.050"," 2.5000000"," 2.2500000"," 2.000"," 2.500","small","globose","black"
"649","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 25.0","canopy"," 1.700"," 1.8500000"," 1.6500000"," 1.400"," 1.900","small","ovoid","black"
"650","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00","100.0","canopy"," 1.700"," 4.7500000"," 3.7500000"," 3.000"," 4.500","large","elongate","black"
"651","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 10.0","canopy"," 1.320"," 2.2500000"," 1.2500000"," 1.200"," 1.300","small","ovoid","black"
"652","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 35.0","canopy"," 1.500"," 0.6000000"," 0.6000000"," 0.500"," 0.700","small","globose","black"
"653","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00"," 20.0","understorey"," 1.700"," 2.1000000"," 2.1000000"," 2.200"," 2.000","small","","black"
"654","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 20.0","canopy"," 1.550"," 2.1000000"," 1.6000000"," 1.400"," 1.800","small","globose","black"
"655","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 40.0","canopy"," 1.700"," 1.1500000"," 1.1500000"," 1.100"," 1.200","small","elongate","black"
"656","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 50.0","canopy"," 1.000"," 2.9500000"," 1.6500000"," 1.200"," 2.100","small","ovoid","black"
"657","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 15.0","canopy"," 1.850"," 1.9000000"," 1.8500000"," 1.800"," 1.900","small","globose","black"
"658","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 40.00"," 30.0","canopy"," 1.900"," 4.0000000"," 3.5000000"," 3.000"," 4.000","large","","black"
"659","Pritchardia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 50.0","canopy"," 1.400"," 2.9500000"," 1.6500000"," 1.200"," 2.100","small","","black"
"660","Pseudophoenix","Cyclosphatheae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00"," 80.0","canopy"," 3.000"," 1.3000000"," 1.6850000"," 1.170"," 2.200","small","","red"
"661","Pseudophoenix","Cyclosphatheae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 30.0","canopy"," 3.100"," 2.1200000"," 1.8000000"," 1.480"," 2.170","small","ovoid","red"
"662","Pseudophoenix","Cyclosphatheae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 30.0","canopy"," 2.840"," 1.3900000"," 1.3050000"," 0.910"," 1.700","small","","red"
"663","Pseudophoenix","Cyclosphatheae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 40.0","canopy"," 3.000"," 3.0700000"," 2.0600000"," 1.620"," 2.500","small","globose","red"
"664","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00","  8.0","canopy"," 3.300"," 1.2000000"," 0.9000000"," 0.800"," 1.000","small","globose","red"
"665","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00","  8.0","canopy"," 2.500"," 1.5500000"," 0.8000000"," 0.700"," 0.900","small","","red"
"666","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 14.00","  9.0","canopy"," 2.800"," 1.6000000"," 0.8000000"," 0.700"," 0.900","small","ovoid","red"
"667","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00","  4.0","canopy"," 2.500"," 1.3000000"," 0.7500000"," 0.700"," 0.800","small","ovoid","black"
"668","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 10.00","  7.0","canopy"," 3.000"," 1.5000000"," 1.0000000"," 0.800"," 1.200","small","ovoid","red"
"669","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  9.00"," 13.0","canopy"," 2.500"," 1.3000000"," 0.8000000"," 0.700"," 0.900","small","globose","red"
"670","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00","  5.0","canopy"," 0.800"," 1.0000000"," 0.6500000"," 0.500"," 0.800","small","globose","red"
"671","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  9.00"," 10.0","canopy"," 1.650"," 1.7000000"," 1.0500000"," 0.800"," 1.300","small","","red"
"672","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00","  8.0","canopy"," 2.000"," 1.4000000"," 1.0000000"," 0.700"," 1.300","small","ovoid","red"
"673","Ptychosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  2.5","understorey"," 1.000"," 1.5000000"," 1.0500000"," 1.000"," 1.100","small","ovoid","black"
"674","Raphia","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 16.00","100.0","canopy","18.000"," 7.5000000"," 4.0000000"," 3.000"," 5.000","large","ovoid","brown"
"675","Raphia","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 25.00"," 60.0","canopy","20.000"," 7.5000000"," 4.5000000"," 3.500"," 5.500","large","elongate","brown"
"676","Raphia","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"," 15.00","  8.0","canopy","12.000"," 9.0000000"," 4.5000000"," 4.000"," 6.000","large","globose","brown"
"677","Raphia","Lepidocaryeae","Calamoideae","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","  0.00"," 12.0","understorey","25.000"," 7.5000000"," 3.5000000"," 2.000"," 4.500","large","globose","brown"
"678","Raphia","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  8.00"," 10.0","canopy","12.000"," 8.0000000"," 4.5000000"," 3.000"," 4.500","large","globose","red"
"679","Raphia","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"," 12.00"," 40.0","canopy","20.000"," 6.0000000"," 3.5000000"," 2.500"," 4.500","large","ovoid","brown"
"680","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00"," 18.0","canopy"," 4.400"," 1.7500000"," 1.3500000"," 1.200"," 1.500","small","ovoid","orange"
"681","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 12.0","canopy"," 2.500"," 2.1000000"," 2.2500000"," 2.200"," 2.300","small","pyramidal","yellow"
"682","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  6.0","canopy"," 1.500"," 0.9500000"," 0.6500000"," 0.500"," 0.800","small","","yellow"
"683","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 15.0","canopy"," 3.600"," 2.4500000"," 1.8500000"," 1.700"," 2.000","small","ovoid","multicolor"
"684","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 26.0","canopy"," 3.600"," 2.8500000"," 2.6500000"," 2.500"," 2.800","small","ovoid","orange"
"685","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 14.00"," 17.0","canopy"," 5.100"," 1.7500000"," 1.9500000"," 1.800"," 2.100","small","globose","black"
"686","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00"," 20.0","understorey"," 4.300"," 1.3500000"," 1.7500000"," 1.500"," 2.000","small","globose","purple"
"687","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 22.0","canopy"," 3.800"," 0.7500000"," 0.8750000"," 0.750"," 1.000","small","ovoid","orange"
"688","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 35.0","canopy"," 2.650"," 1.3500000"," 1.4000000"," 1.200"," 1.600","small","ovoid","orange"
"689","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 40.0","canopy"," 2.000"," 2.0000000"," 1.6500000"," 1.400"," 1.900","small","globose","orange"
"690","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 50.0","canopy"," 2.000"," 0.8250000"," 0.7750000"," 0.700"," 0.850","small","","red"
"691","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 60.0","canopy"," 5.340"," 1.4000000"," 1.1500000"," 0.800"," 1.500","small","globose","black"
"692","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 29.0","canopy"," 2.500"," 1.1000000"," 0.9500000"," 0.900"," 1.000","small","ovoid","red"
"693","Ravenea","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 30.0","canopy"," 2.700"," 1.8500000"," 2.2000000"," 1.700"," 2.700","small","globose","yellow"
"694","Reinhardtia","Reinhardtieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  4.0","canopy"," 0.700"," 1.7000000"," 1.0500000"," 0.900"," 1.200","small","ovoid","black"
"695","Reinhardtia","Reinhardtieae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  0.70","  0.8","understorey"," 0.450"," 1.2000000"," 0.7000000"," 0.600"," 0.800","small","ovoid","black"
"696","Reinhardtia","Reinhardtieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 14.0","canopy"," 1.500"," 2.0000000"," 2.1000000"," 2.000"," 2.200","small","ovoid","black"
"697","Rhapis","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00"," 30.0","understorey"," 0.750"," 0.8800000"," 0.7100000"," 0.610"," 0.800","small","ovoid","yellow"
"698","Rhapis","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.00","  1.8","understorey"," 0.910"," 0.7500000"," 0.7150000"," 0.630"," 0.800","small","","white"
"699","Rhapis","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  2.5","understorey"," 0.500"," 0.7750000"," 0.7900000"," 0.630"," 0.950","small","globose","white"
"700","Rhopaloblaste","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 30.0","canopy"," 4.100"," 2.4000000"," 1.6000000"," 1.000"," 2.200","small","","red"
"701","Rhopaloblaste","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 35.00"," 35.0","canopy"," 4.050"," 3.2500000"," 1.7000000"," 1.600"," 1.800","small","ovoid","red"
"702","Rhopaloblaste","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 20.0","canopy"," 3.500"," 2.5500000"," 2.1500000"," 2.000"," 2.300","small","globose","orange"
"703","Rhopaloblaste","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 20.0","canopy"," 4.100"," 1.7000000"," 0.7000000"," 0.600"," 0.800","small","ovoid","multicolor"
"704","Rhopaloblaste","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 19.0","canopy"," 4.000"," 1.8250000"," 1.0000000"," 0.800"," 1.200","small","globose","red"
"705","Rhopaloblaste","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  4.0","understorey"," 2.500"," 1.1000000"," 0.8500000"," 0.800"," 0.900","small","","red"
"706","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 35.0","canopy"," 4.000"," 1.3000000"," 0.8000000"," 0.600"," 1.000","small","ovoid","black"
"707","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 50.0","canopy"," 5.050"," 1.3000000"," 1.1000000"," 0.900"," 1.300","small","ovoid","black"
"708","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 40.0","canopy"," 4.000"," 1.3000000"," 0.9000000"," 0.800"," 1.000","small","","black"
"709","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 47.0","canopy"," 6.500"," 1.2500000"," 0.9500000"," 0.800"," 1.100","small","globose","black"
"710","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 51.0","canopy"," 4.800"," 1.2000000"," 0.8000000"," 0.700"," 0.900","small","","black"
"711","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 40.00"," 66.0","canopy"," 5.600"," 1.5000000"," 0.9000000"," 0.800"," 1.000","small","ovoid","black"
"712","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 40.0","canopy"," 4.000"," 1.5000000"," 0.9000000"," 0.800"," 1.000","small","ovoid","black"
"713","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 57.5","canopy"," 4.000"," 1.2000000"," 0.9000000"," 0.700"," 1.100","small","ovoid","black"
"714","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 40.0","canopy"," 4.370"," 1.0000000"," 0.8500000"," 0.800"," 0.900","small","globose","black"
"715","Roystonea","Roystoneeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 34.0","canopy"," 4.400"," 1.3000000"," 0.8000000"," 0.700"," 0.900","small","","black"
"716","Sabal","Sabaleae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00"," 35.0","canopy"," 1.800"," 1.7000000"," 1.6000000"," 1.300"," 1.900","small","","black"
"717","Sabal","Sabaleae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 16.00"," 70.0","canopy"," 1.300"," 0.9000000"," 0.9000000"," 0.700"," 1.100","small","","black"
"718","Sabal","Sabaleae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 18.00"," 60.0","canopy"," 1.100"," 1.2500000"," 1.2500000"," 1.100"," 1.400","small","","black"
"719","Sabal","Sabaleae","Coryphoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.00"," 25.0","understorey"," 1.000"," 1.2000000"," 1.0500000"," 0.800"," 1.300","small","ovoid","black"
"720","Sabal","Sabaleae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 30.0","canopy"," 1.200"," 1.8000000"," 1.8000000"," 1.600"," 2.000","small","ovoid","black"
"721","Sabal","Sabaleae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 40.0","canopy"," 1.100"," 1.1000000"," 1.1000000"," 0.800"," 1.400","small","ovoid","black"
"722","Sabal","Sabaleae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 1.000"," 0.9500000"," 0.9500000"," 0.800"," 1.100","small","ovoid","black"
"723","Sabal","Sabaleae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 81.0","canopy"," 1.600"," 1.4500000"," 1.4000000"," 1.100"," 1.700","small","","black"
"724","Sabal","Sabaleae","Coryphoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.00"," 20.0","understorey"," 1.200"," 0.8000000"," 0.7000000"," 0.600"," 0.800","small","","black"
"725","Sabal","Sabaleae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 35.0","canopy"," 1.200"," 1.1000000"," 1.1000000"," 0.800"," 1.400","small","ovoid","black"
"726","Salacca","Calameae","Calamoideae","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","  0.00"," 12.0","understorey"," 5.000"," 4.7500000"," 3.5000000"," 3.000"," 4.000","large","globose","red"
"727","Salacca","Calameae","Calamoideae","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","  0.00","  0.0","understorey"," 6.000"," 6.0000000"," 6.2500000"," 6.000"," 6.500","large","elongate","brown"
"728","Salacca","Calameae","Calamoideae","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","  0.00"," 15.0","understorey"," 7.000"," 4.3500000"," 2.9500000"," 2.000"," 3.900","large","globose","brown"
"729","Satakentia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 30.0","canopy"," 3.000"," 1.3000000"," 0.7150000"," 0.700"," 0.730","small","globose","black"
"730","Socratea","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 3.500"," 3.0000000"," 1.7500000"," 1.500"," 2.000","small","","yellow"
"731","Socratea","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 30.0","canopy"," 4.550"," 4.5000000"," 2.2500000"," 2.000"," 2.500","large","ovoid","green"
"732","Socratea","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 16.00"," 12.0","canopy"," 3.170"," 3.0000000"," 2.2500000"," 2.000"," 2.500","small","elongate","yellow"
"733","Sommieria","Pelagodoxeae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.00","  4.0","understorey"," 2.185"," 1.2000000"," 1.1500000"," 0.800"," 1.500","small","ovoid","brown"
"734","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 24.0","canopy"," 3.550"," 6.0000000"," 4.0500000"," 3.400"," 4.700","large","ovoid","orange"
"735","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 18.00"," 25.0","canopy"," 3.350"," 4.2500000"," 2.6000000"," 2.200"," 3.000","large","globose","green"
"736","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00"," 15.0","understorey"," 0.740"," 3.1500000"," 2.6000000"," 2.200"," 3.000","small","ovoid","green"
"737","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00"," 10.0","understorey"," 3.000"," 3.1000000"," 1.8500000"," 1.700"," 2.000","small","globose","brown"
"738","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 18.0","canopy"," 3.700"," 3.7500000"," 3.5000000"," 3.000"," 4.000","small","ovoid","green"
"739","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  9.00"," 12.0","canopy"," 4.000"," 4.6500000"," 2.5000000"," 1.500"," 3.500","large","globose","brown"
